Profile Name,Title Description,Device,Playback Start Utc Ts,Country,Playtraces
Alex,Season 2 Inciting Incident Clip: Sexify,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-11 18:15:55,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1952,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4066,""mediaOffsetMs"":1808},{""eventType"":""stopped"",""sessionOffsetMs"":6804,""mediaOffsetMs"":1808}]"
Alex,Season 2 Teaser: Rise of Empires: Ottoman,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-11 18:15:53,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1943,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2096,""mediaOffsetMs"":105},{""eventType"":""stopped"",""sessionOffsetMs"":3790,""mediaOffsetMs"":105}]"
Alex,Trailer: Kaleidoscope,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-11 18:15:49,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1434,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2039,""mediaOffsetMs"":371},{""eventType"":""stopped"",""sessionOffsetMs"":4373,""mediaOffsetMs"":371}]"
Alex,Inciting Incident Clip: The Pale Blue Eye,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-11 18:15:44,RO,"[{""eventType"":""start"",""sessionOffsetMs"":2987,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3547,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":5465,""mediaOffsetMs"":1605},{""eventType"":""stopped"",""sessionOffsetMs"":6871,""mediaOffsetMs"":1904}]"
Alex,Inciting Incident Clip: The Pale Blue Eye,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-10 19:22:19,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":28173,""mediaOffsetMs"":0}]"
Alex,Season 1Season 1 Moment of High Emotion Clip: Machos alfa,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-08 17:09:21,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":86674},{""eventType"":""stopped"",""sessionOffsetMs"":777,""mediaOffsetMs"":86674}]"
Alex,"Ginny & Georgia: Season 1: ""Pilot""",Samsung CE 2022 Nike-L UHD Smart TV,2023-01-08 17:09:17,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3141,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":23173,""mediaOffsetMs"":20032},{""eventType"":""playing"",""sessionOffsetMs"":31173,""mediaOffsetMs"":28032},{""eventType"":""playing"",""sessionOffsetMs"":37189,""mediaOffsetMs"":34048},{""eventType"":""playing"",""sessionOffsetMs"":45189,""mediaOffsetMs"":42048},{""eventType"":""paused"",""sessionOffsetMs"":122440,""mediaOffsetMs"":118899},{""eventType"":""playing"",""sessionOffsetMs"":1981710,""mediaOffsetMs"":118899},{""eventType"":""paused"",""sessionOffsetMs"":1995853,""mediaOffsetMs"":125713}]"
Alex,Season 2 Trailer: Ginny & Georgia,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-08 17:09:16,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1887,""mediaOffsetMs"":0}]"
Alex,"Alpha Males: Season 1: ""Deconstructing""",Samsung CE 2022 Nike-L UHD Smart TV,2023-01-08 16:06:21,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1299,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":23315,""mediaOffsetMs"":22016},{""eventType"":""playing"",""sessionOffsetMs"":31315,""mediaOffsetMs"":30016},{""eventType"":""playing"",""sessionOffsetMs"":39315,""mediaOffsetMs"":38016},{""eventType"":""playing"",""sessionOffsetMs"":47315,""mediaOffsetMs"":46016},{""eventType"":""paused"",""sessionOffsetMs"":88632,""mediaOffsetMs"":86674},{""eventType"":""stopped"",""sessionOffsetMs"":126115,""mediaOffsetMs"":86674}]"
Alex,Season 1Season 1 Moment of High Emotion Clip: Machos alfa,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-08 16:05:26,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1763,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":54083,""mediaOffsetMs"":51960}]"
Alex,Season 2 Trailer: Ginny & Georgia,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-08 16:05:24,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1822,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1991,""mediaOffsetMs"":116},{""eventType"":""stopped"",""sessionOffsetMs"":3834,""mediaOffsetMs"":116}]"
Alex,Season 2 Trailer: Ginny & Georgia,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-08 16:05:21,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2244,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2476,""mediaOffsetMs"":176},{""eventType"":""stopped"",""sessionOffsetMs"":4598,""mediaOffsetMs"":176}]"
Alex,Season 1Season 1 Moment of High Emotion Clip: Machos alfa,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-08 16:05:06,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2115,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":15211,""mediaOffsetMs"":12739},{""eventType"":""stopped"",""sessionOffsetMs"":17671,""mediaOffsetMs"":12739}]"
Alex,Supporting Character Clip: Kaleidoscope,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-08 16:05:01,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1312,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4613,""mediaOffsetMs"":3106},{""eventType"":""stopped"",""sessionOffsetMs"":6943,""mediaOffsetMs"":3106}]"
Alex,Season 2 Genre Specific Moment Clip: Ginny & Georgia,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-08 16:04:23,RO,"[{""eventType"":""start"",""sessionOffsetMs"":2622,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3178,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":15187,""mediaOffsetMs"":12012},{""eventType"":""playing"",""sessionOffsetMs"":19208,""mediaOffsetMs"":16016},{""eventType"":""playing"",""sessionOffsetMs"":23194,""mediaOffsetMs"":20020},{""eventType"":""playing"",""sessionOffsetMs"":27199,""mediaOffsetMs"":24024},{""eventType"":""playing"",""sessionOffsetMs"":31203,""mediaOffsetMs"":28028},{""eventType"":""playing"",""sessionOffsetMs"":35206,""mediaOffsetMs"":32032},{""eventType"":""paused"",""sessionOffsetMs"":38427,""mediaOffsetMs"":34850},{""eventType"":""stopped"",""sessionOffsetMs"":38801,""mediaOffsetMs"":35234}]"
Alex,Season 5 Trailer: Workin' Moms,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-07 13:16:41,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":20},{""eventType"":""playing"",""sessionOffsetMs"":1960,""mediaOffsetMs"":20},{""eventType"":""paused"",""sessionOffsetMs"":36991,""mediaOffsetMs"":33247},{""eventType"":""stopped"",""sessionOffsetMs"":37525,""mediaOffsetMs"":35001}]"
Alex,The Raid 2_hook_02_16x9,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-07 13:16:21,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2210,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2585,""mediaOffsetMs"":101},{""eventType"":""stopped"",""sessionOffsetMs"":5290,""mediaOffsetMs"":101}]"
Alex,How I Became a Gangster_hook_02_16x9,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-07 13:16:20,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2350,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2574,""mediaOffsetMs"":103},{""eventType"":""stopped"",""sessionOffsetMs"":3945,""mediaOffsetMs"":166}]"
Alex,Nobody_hook_01_16x9,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-07 13:15:50,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2759,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":29661,""mediaOffsetMs"":26744},{""eventType"":""stopped"",""sessionOffsetMs"":31499,""mediaOffsetMs"":26744}]"
Alex,Teambuilding_hook_02_16x9,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-07 13:15:47,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2149,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2231,""mediaOffsetMs"":22},{""eventType"":""stopped"",""sessionOffsetMs"":4385,""mediaOffsetMs"":22}]"
Alex,Between Two Ferns: The Movie (Trailer),Samsung CE 2022 Nike-L UHD Smart TV,2023-01-07 13:15:43,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3105,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":5005,""mediaOffsetMs"":1609},{""eventType"":""stopped"",""sessionOffsetMs"":7766,""mediaOffsetMs"":1609}]"
Alex,Season 2 Teaser 2: Rise of Empires: Ottoman,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-07 13:15:18,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1907,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":23543,""mediaOffsetMs"":21328},{""eventType"":""stopped"",""sessionOffsetMs"":25232,""mediaOffsetMs"":21328}]"
Alex,Season 2 Teaser: Ginny & Georgia,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-07 13:15:12,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1876,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":5894,""mediaOffsetMs"":3907},{""eventType"":""stopped"",""sessionOffsetMs"":8423,""mediaOffsetMs"":3907}]"
Alex,Home Run_hook_03_16x9,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-07 13:14:57,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2807,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":15251,""mediaOffsetMs"":12217},{""eventType"":""stopped"",""sessionOffsetMs"":17543,""mediaOffsetMs"":12217}]"
Alex,Sensory Clip: MADOFF: The Monster of Wall Street,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-07 13:14:53,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2074,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2891,""mediaOffsetMs"":613},{""eventType"":""stopped"",""sessionOffsetMs"":5810,""mediaOffsetMs"":613}]"
Alex,Season 1 Main Character Intro Clip: Olhar Indiscreto (fka: Lady Voyeur),Samsung CE 2022 Nike-L UHD Smart TV,2023-01-07 13:14:47,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2058,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":6614,""mediaOffsetMs"":4406},{""eventType"":""stopped"",""sessionOffsetMs"":9052,""mediaOffsetMs"":4406}]"
Alex,Season 2 Teaser: Ginny & Georgia,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-07 13:14:26,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1405,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":19645,""mediaOffsetMs"":18033},{""eventType"":""stopped"",""sessionOffsetMs"":22514,""mediaOffsetMs"":18033}]"
Alex,Sensory Clip: MADOFF: The Monster of Wall Street,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-07 13:14:16,RO,"[{""eventType"":""start"",""sessionOffsetMs"":1968,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":4585,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":11295,""mediaOffsetMs"":6413},{""eventType"":""stopped"",""sessionOffsetMs"":12753,""mediaOffsetMs"":6692}]"
Alex,Dead to Me: Season 3 - Fast Laughs - Clip 3,Apple iPhone 13,2023-01-06 19:09:36,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":122,""mediaOffsetMs"":0}]"
Alex,Trailer: Bad Vegan: Fame. Fraud. Fugitives.,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-04 15:55:57,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":20},{""eventType"":""playing"",""sessionOffsetMs"":2255,""mediaOffsetMs"":20},{""eventType"":""paused"",""sessionOffsetMs"":4846,""mediaOffsetMs"":1194}]"
Alex,Character Intro Clip: Keep Sweet: Pray and Obey,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-04 15:55:53,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2156,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4507,""mediaOffsetMs"":2309},{""eventType"":""stopped"",""sessionOffsetMs"":6962,""mediaOffsetMs"":2309}]"
Alex,Trailer: Girl in the Picture,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-04 15:55:49,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":20},{""eventType"":""playing"",""sessionOffsetMs"":1821,""mediaOffsetMs"":20},{""eventType"":""paused"",""sessionOffsetMs"":3798,""mediaOffsetMs"":1806},{""eventType"":""stopped"",""sessionOffsetMs"":6172,""mediaOffsetMs"":1806}]"
Alex,"Season 1 Teaser: Web of Make Believe: Death, Lies and the Internet",Samsung CE 2022 Nike-L UHD Smart TV,2023-01-04 15:55:30,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2221,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":17572,""mediaOffsetMs"":15019},{""eventType"":""stopped"",""sessionOffsetMs"":19643,""mediaOffsetMs"":15019}]"
Alex,Limited Series Character Intro Clip: The Vatican Girl,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-04 15:55:24,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3220,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":6792,""mediaOffsetMs"":3409},{""eventType"":""stopped"",""sessionOffsetMs"":9252,""mediaOffsetMs"":3409}]"
Alex,Between Two Ferns: The Movie (Trailer),Samsung CE 2022 Nike-L UHD Smart TV,2023-01-04 15:55:22,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2757,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2917,""mediaOffsetMs"":122},{""eventType"":""stopped"",""sessionOffsetMs"":4825,""mediaOffsetMs"":122}]"
Alex,Season 1 Main Character Intro Clip: Olhar Indiscreto (fka: Lady Voyeur),Samsung CE 2022 Nike-L UHD Smart TV,2023-01-04 15:55:11,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2007,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":9810,""mediaOffsetMs"":7417},{""eventType"":""stopped"",""sessionOffsetMs"":12138,""mediaOffsetMs"":7417}]"
Alex,"MADOFF: The Monster of Wall Street: Limited Series: ""A Liar, Not a Failure""",Samsung CE 2022 Nike-L UHD Smart TV,2023-01-04 15:54:49,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2272,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":6612,""mediaOffsetMs"":3929},{""eventType"":""playing"",""sessionOffsetMs"":18167,""mediaOffsetMs"":3929},{""eventType"":""paused"",""sessionOffsetMs"":19387,""mediaOffsetMs"":5157},{""eventType"":""stopped"",""sessionOffsetMs"":20773,""mediaOffsetMs"":5425}]"
Alex,Relatable Clip: MADOFF: The Monster of Wall Street,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-04 15:54:01,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2231,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":36916,""mediaOffsetMs"":34284}]"
Alex,Season 1 Main Character Intro Clip: 1899,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-04 15:53:50,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1907,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":10669,""mediaOffsetMs"":8712},{""eventType"":""stopped"",""sessionOffsetMs"":13172,""mediaOffsetMs"":8712}]"
Alex,Genre Specific Moment Clip: White Noise,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-04 15:53:46,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2090,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2469,""mediaOffsetMs"":316},{""eventType"":""stopped"",""sessionOffsetMs"":4690,""mediaOffsetMs"":316}]"
Alex,Season 1 Supporting Character Clip: The Recruit,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-04 15:53:43,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2207,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3589,""mediaOffsetMs"":1309},{""eventType"":""stopped"",""sessionOffsetMs"":5917,""mediaOffsetMs"":1309}]"
Alex,Season 2 Character Intro Clip: Rise of Empires: Ottoman,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-04 15:53:39,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2169,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4145,""mediaOffsetMs"":1810},{""eventType"":""stopped"",""sessionOffsetMs"":6588,""mediaOffsetMs"":1810}]"
Alex,Trailer: Kaleidoscope,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-04 15:53:18,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2090,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":20303,""mediaOffsetMs"":18130},{""eventType"":""stopped"",""sessionOffsetMs"":22699,""mediaOffsetMs"":18130}]"
Alex,Home Run_hook_03_16x9,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-04 15:53:15,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3035,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4239,""mediaOffsetMs"":1109},{""eventType"":""stopped"",""sessionOffsetMs"":6652,""mediaOffsetMs"":1109}]"
Alex,The Last Adventure_hook_04_16x9,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-04 15:53:12,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2251,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2436,""mediaOffsetMs"":139},{""eventType"":""stopped"",""sessionOffsetMs"":4408,""mediaOffsetMs"":139}]"
Alex,Main Character Intro Clip: 7 Donne e un Mistero,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-04 15:53:10,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1997,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2578,""mediaOffsetMs"":304},{""eventType"":""stopped"",""sessionOffsetMs"":4907,""mediaOffsetMs"":304}]"
Alex,Season 1 Trailer: Live to Lead,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-04 15:53:06,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2130,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2654,""mediaOffsetMs"":305},{""eventType"":""stopped"",""sessionOffsetMs"":4823,""mediaOffsetMs"":305}]"
Alex,Season 1 Trailer: The Ultimatum: France,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-04 15:52:47,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2176,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":18813,""mediaOffsetMs"":16544},{""eventType"":""stopped"",""sessionOffsetMs"":21178,""mediaOffsetMs"":16544}]"
Alex,Season 1 Main Character Intro Clip: Olhar Indiscreto (fka: Lady Voyeur),Samsung CE 2022 Nike-L UHD Smart TV,2023-01-04 15:52:15,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2091,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":32017,""mediaOffsetMs"":29737},{""eventType"":""stopped"",""sessionOffsetMs"":33413,""mediaOffsetMs"":29737}]"
Alex,Trailer: Kaleidoscope,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-04 15:51:54,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1912,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":21506,""mediaOffsetMs"":19332},{""eventType"":""stopped"",""sessionOffsetMs"":23818,""mediaOffsetMs"":19332}]"
Alex,Season 1 Act 2 Conflict Clip: Machos alfa,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-04 15:51:39,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3367,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":15897,""mediaOffsetMs"":12230},{""eventType"":""stopped"",""sessionOffsetMs"":18207,""mediaOffsetMs"":12230}]"
Alex,Teambuilding_hook_01_16x9,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-04 15:51:36,RO,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1774,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2070,""mediaOffsetMs"":264},{""eventType"":""stopped"",""sessionOffsetMs"":4194,""mediaOffsetMs"":264}]"
Alex,Trailer: Kaleidoscope,Samsung CE 2022 Nike-L UHD Smart TV,2023-01-04 15:51:31,RO,"[{""eventType"":""start"",""sessionOffsetMs"":3360,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":4698,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":6486,""mediaOffsetMs"":1319},{""eventType"":""stopped"",""sessionOffsetMs"":7994,""mediaOffsetMs"":1761}]"
Alex,Chicago Party Aunt: Part 2 - Fast Laughs - Clip 4,Apple iPhone 13,2023-01-03 19:50:15,RO,"[{""eventType"":""start"",""sessionOffsetMs"":3372,""mediaOffsetMs"":0}]"
Alex,Chicago Party Aunt: Part 2 - Fast Laughs - Clip 4,Apple iPhone 13,2023-01-03 19:50:14,RO,"[{""eventType"":""start"",""sessionOffsetMs"":3583945,""mediaOffsetMs"":0}]"
